id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_sqft,zscore,pricing
8563000520,20141029T000000,529219.0,4,2.25,1990,7610,1.0,0,0,4,8,1290,700,1966,0,98008,47.6236,-122.103,1820,8198,265.9391959798995,-0.44053696811835763,1
4037400295,20140730T000000,618000.0,4,2.25,2530,8736,1.0,0,0,4,7,1210,1320,1958,0,98008,47.6049,-122.126,1720,8500,244.2687747035573,-0.7073623603695125,0
6918700370,20141027T000000,610000.0,4,2.25,1660,7350,1.0,0,0,3,8,1660,0,1965,2014,98008,47.6263,-122.124,1790,7455,367.4698795180723,0.8095986021659294,2
3298201290,20141224T000000,370000.0,3,1.0,940,7910,1.0,0,0,4,6,940,0,1959,0,98008,47.6181,-122.117,1000,7700,393.6170212765957,1.1315453362417047,2
3298201170,20141110T000000,350000.0,3,1.0,940,7811,1.0,0,0,3,6,940,0,1959,0,98008,47.6195,-122.118,1180,7490,372.3404255319149,0.869569072238868,2
7524900003,20141210T000000,3278000.0,2,1.75,6840,10000,2.5,1,4,3,11,4350,2490,2001,0,98008,47.6042,-122.11200000000001,3120,12300,479.2397660818713,2.185808295736162,2
2425059074,20150410T000000,740000.0,5,3.0,3655,51836,1.0,0,0,5,8,2174,1481,1955,0,98008,47.6434,-122.115,2530,8606,202.4623803009576,-1.2221196621695554,0
8563080270,20140821T000000,824000.0,4,2.5,2320,14240,1.0,0,0,4,9,1620,700,1974,0,98008,47.6269,-122.09,2810,13200,355.17241379310343,0.6581813281814064,2
259600560,20140827T000000,405000.0,3,1.0,1220,7771,1.0,0,0,3,7,1220,0,1963,0,98008,47.6326,-122.119,1420,7674,331.9672131147541,0.3724583745613537,1
7525300310,20140619T000000,580000.0,4,2.25,2160,9593,1.0,0,0,3,8,2160,0,1969,0,98008,47.5883,-122.11200000000001,2820,9628,268.51851851851853,-0.40877806784904874,1
8857320260,20141105T000000,462000.0,3,2.75,1890,2614,2.0,0,0,4,9,1890,0,1979,0,98008,47.6102,-122.11399999999999,1800,2769,244.44444444444446,-0.7051993591559623,0
4038600260,20140922T000000,699900.0,4,2.25,2380,16236,1.0,0,0,3,7,1540,840,1961,0,98008,47.6126,-122.12,2230,8925,294.07563025210084,-0.09409630526770174,1
1324059139,20140918T000000,613000.0,3,2.25,1960,10385,1.0,0,0,3,8,1960,0,1988,0,98008,47.5736,-122.109,2800,12632,312.7551020408163,0.13590187167173967,1
686200740,20141020T000000,500000.0,4,2.25,2080,8000,1.0,0,0,3,8,1390,690,1964,0,98008,47.6264,-122.113,1800,7700,240.3846153846154,-0.7551875650864183,0
8563010300,20141126T000000,746000.0,4,2.75,2110,8190,1.5,0,0,5,8,2110,0,1966,0,98008,47.6269,-122.1,2420,8400,353.5545023696682,0.6382601718420503,2
259801110,20140828T000000,439000.0,3,1.75,1250,7030,1.0,0,0,3,7,1250,0,1965,0,98008,47.6285,-122.118,1460,7210,351.2,0.6092694563256492,2
3625059143,20140903T000000,600000.0,3,2.25,2100,8276,2.0,0,1,4,8,2100,0,1979,0,98008,47.6068,-122.11200000000001,2420,18135,285.7142857142857,-0.19704857405839626,1
686450490,20140929T000000,555000.0,3,2.0,2240,11250,1.0,0,0,3,8,2240,0,1968,0,98008,47.6371,-122.119,2200,12500,247.76785714285714,-0.6642785627598845,0
4039701080,20140625T000000,905000.0,5,3.5,3100,10200,1.0,0,4,3,9,1660,1440,1970,0,98008,47.6134,-122.11200000000001,2700,10455,291.93548387096774,-0.12044768027507838,1
9328510100,20140911T000000,699000.0,4,2.5,2550,7312,2.0,0,0,3,9,2550,0,1988,0,98008,47.6441,-122.113,2330,7480,274.11764705882354,-0.33983664534599295,1
7752200100,20140930T000000,630000.0,4,2.5,2540,11100,1.0,0,0,5,7,2540,0,1957,0,98008,47.6317,-122.124,1560,11100,248.03149606299212,-0.6610324072107774,0
4038700930,20141113T000000,630000.0,4,2.5,2100,8800,1.0,0,2,4,7,1240,860,1960,0,98008,47.6146,-122.11399999999999,2000,8800,300.0,-0.021150225370777317,1
4038100110,20140707T000000,480000.0,3,2.25,1680,9090,1.0,0,0,4,7,1130,550,1959,0,98008,47.6068,-122.13,1960,9090,285.7142857142857,-0.19704857405839626,1
686400930,20140825T000000,589000.0,5,2.0,3930,10150,1.5,0,0,4,8,3070,860,1968,0,98008,47.6317,-122.11399999999999,2200,8190,149.87277353689566,-1.8696494113246367,0
7752000090,20150113T000000,635000.0,4,1.75,2400,10050,1.0,0,0,5,8,2400,0,1957,0,98008,47.6339,-122.124,1680,10050,264.5833333333333,-0.4572315481588331,1
4036800015,20141001T000000,465000.0,4,1.75,1730,11700,1.0,0,0,3,7,880,850,1956,0,98008,47.6031,-122.13,1570,7820,268.78612716763007,-0.4054830334859217,1
4036800805,20140513T000000,523000.0,3,1.5,1240,7735,1.0,0,0,4,7,1240,0,1957,0,98008,47.601000000000006,-122.12200000000001,1260,7500,421.7741935483871,1.4782413436841686,2
4037800015,20150123T000000,480000.0,5,2.0,2590,8610,1.0,0,0,4,7,1340,1250,1958,0,98008,47.6112,-122.126,1750,8610,185.32818532818533,-1.4330910242957193,0
4040800090,20140506T000000,390000.0,3,1.75,1260,6500,1.0,0,0,4,7,1260,0,1966,0,98008,47.6224,-122.116,1500,7700,309.5238095238095,0.09611534042096864,1
4037200735,20150414T000000,430000.0,4,1.75,2070,9120,1.0,0,0,4,7,1250,820,1958,0,98008,47.6045,-122.12299999999999,1650,8400,207.72946859903382,-1.157266612787911,0
4141400100,20150120T000000,545000.0,4,2.25,2050,9720,2.0,0,0,3,8,2050,0,1967,0,98008,47.5911,-122.119,2310,9680,265.8536585365854,-0.44159018077045187,1
4040800600,20140609T000000,502000.0,3,1.75,1300,8800,1.0,0,0,4,8,1300,0,1963,0,98008,47.6199,-122.116,1350,8800,386.15384615384613,1.0396521236376326,2
686200840,20150422T000000,593450.0,4,2.25,2130,7172,2.0,0,0,4,8,2130,0,1964,0,98008,47.6271,-122.11200000000001,1910,7653,278.61502347417843,-0.28446096940386306,1
6918700130,20140811T000000,749000.0,3,2.5,3380,7126,2.0,0,0,3,8,3380,0,1965,2003,98008,47.6276,-122.12200000000001,1810,7308,221.5976331360947,-0.9865095058901066,0
3625059120,20141023T000000,790000.0,5,3.25,3030,20446,2.0,0,2,3,9,2130,900,1976,0,98008,47.6133,-122.10600000000001,2890,20908,260.72607260726073,-0.5047255536109972,0
7804700020,20140812T000000,961500.0,3,2.5,3910,14000,2.0,0,0,3,10,3910,0,1999,0,98008,47.6374,-122.12,2280,14000,245.9079283887468,-0.6871796505166086,0
4037400430,20141015T000000,478000.0,4,2.0,1690,8208,1.0,0,0,4,7,1210,480,1958,0,98008,47.6052,-122.126,1620,8496,282.84023668639054,-0.23243640752217762,1
267010020,20140711T000000,570000.0,4,2.0,1790,7800,1.0,0,0,5,8,1790,0,1972,0,98008,47.6266,-122.103,2150,7838,318.43575418994413,0.2058470849467646,1
4037000840,20150406T000000,554000.0,3,2.0,1910,9001,1.0,0,0,4,7,1910,0,1957,0,98008,47.6037,-122.119,2040,8700,290.0523560209424,-0.1436344158181771,1
3625059071,20150108T000000,899000.0,4,2.25,2290,40946,1.0,0,3,4,8,1550,740,1960,0,98008,47.61600000000001,-122.103,2790,20076,392.5764192139738,1.1187325233297758,2
1224059049,20140613T000000,810000.0,3,1.75,1980,13503,1.0,0,2,4,9,1320,660,1952,0,98008,47.5867,-122.111,2450,10890,409.09090909090907,1.322073528243768,2
4046400440,20140806T000000,532500.0,4,2.5,2490,8750,2.0,0,0,3,8,2040,450,1976,0,98008,47.5931,-122.116,2120,10240,213.85542168674698,-1.0818384605292513,0
7922900380,20141030T000000,538000.0,3,1.75,1770,8050,1.0,0,0,4,7,1020,750,1963,0,98008,47.5862,-122.118,2000,7875,303.954802259887,0.027544797712235836,1
9328500680,20150202T000000,540400.0,4,1.75,1680,6758,1.0,0,0,3,8,1680,0,1974,0,98008,47.641000000000005,-122.113,1910,7000,321.6666666666667,0.24562893680544515,1
4039000050,20140714T000000,516130.0,3,1.75,1510,8250,1.0,0,0,4,8,1510,0,1962,0,98008,47.6183,-122.113,1770,8250,341.8079470198675,0.493626193626214,1
9253900417,20150128T000000,1600000.0,3,2.5,2850,19593,1.5,1,4,3,10,1790,1060,1978,0,98008,47.5894,-122.111,2850,18782,561.4035087719299,3.1974809620184628,2
5051800130,20140724T000000,798000.0,4,3.25,3500,10260,2.0,0,0,3,10,3500,0,1987,0,98008,47.5902,-122.13,3500,10658,228.0,-0.9076779027563773,0
8563000130,20140717T000000,445000.0,3,1.75,1490,10844,1.0,0,0,3,7,1210,280,1974,0,98008,47.6208,-122.10600000000001,2090,9944,298.6577181208054,-0.037677586992432614,1
7430500415,20140725T000000,540000.0,2,1.0,1120,7500,1.0,0,2,4,7,1120,0,1971,0,98008,47.619,-122.096,3040,16940,482.14285714285717,2.221553720396366,2
8857310010,20141219T000000,268500.0,2,1.5,1290,1749,1.0,0,0,3,8,660,630,1969,0,98008,47.6118,-122.116,1860,1749,208.13953488372093,-1.1522175140248858,0
259600050,20150223T000000,458500.0,3,1.75,1250,9605,1.0,0,0,3,7,1250,0,1964,0,98008,47.6325,-122.12100000000001,1570,9605,366.8,0.8013504530925295,2
3298300420,20150331T000000,354000.0,3,1.0,990,7590,1.0,0,0,3,6,990,0,1959,0,98008,47.6228,-122.12100000000001,1100,7590,357.57575757575756,0.6877734223702326,2
259600280,20150406T000000,400000.0,4,2.0,1420,9301,1.0,0,0,4,7,1420,0,1963,0,98008,47.6325,-122.12100000000001,1530,8075,281.6901408450704,-0.24659740467462732,1
3376600010,20141201T000000,555000.0,4,1.75,2260,11000,1.0,0,0,3,8,1620,640,1976,0,98008,47.6224,-122.109,1960,10000,245.57522123893804,-0.6912762351939633,0
9328500630,20150302T000000,545000.0,3,2.25,1670,6240,1.0,0,0,4,8,1240,430,1974,0,98008,47.6413,-122.113,1910,7000,326.34730538922156,0.3032611003524962,1
3298300130,20150206T000000,474905.0,4,1.5,1340,6200,1.0,0,0,5,6,1340,0,1959,0,98008,47.6214,-122.119,1210,7178,354.40671641791045,0.648753384909044,2
4038700190,20140930T000000,527000.0,4,2.25,2380,5250,1.0,0,0,4,7,1410,970,1961,0,98008,47.6164,-122.115,2150,8560,221.42857142857142,-0.9885911431526823,0
8563000470,20140723T000000,585000.0,4,2.5,1860,8117,1.0,0,0,4,8,1460,400,1966,0,98008,47.6228,-122.104,2040,8199,314.51612903225805,0.15758519345696445,1
3275760190,20140624T000000,600000.0,4,1.75,1740,7700,1.0,0,0,5,7,1740,0,1968,0,98008,47.6259,-122.111,1740,8120,344.82758620689657,0.5308066618903723,2
3275750290,20150317T000000,480000.0,3,2.0,1460,7860,1.0,0,0,5,7,1460,0,1967,0,98008,47.6233,-122.10799999999999,1850,8148,328.7671232876712,0.33305603842483883,1
4036800170,20140623T000000,453000.0,4,1.75,2120,7420,1.0,0,0,4,7,1060,1060,1956,0,98008,47.6019,-122.13,1540,7420,213.67924528301887,-1.0840077002237962,0
2425059173,20150206T000000,750000.0,4,2.5,2540,6491,2.0,0,0,3,8,2540,0,1997,0,98008,47.6363,-122.117,1990,8447,295.2755905511811,-0.07932133281077738,1
4046400010,20150309T000000,535900.0,3,2.25,1880,10880,1.0,0,0,3,8,1480,400,1975,0,98008,47.5937,-122.116,2120,10240,285.0531914893617,-0.20518855083276996,1
4038700380,20140826T000000,657000.0,5,2.5,2530,10190,1.0,0,0,4,7,1290,1240,1960,0,98008,47.61600000000001,-122.115,2040,8560,259.6837944664032,-0.5175590038805004,0
4038700290,20150423T000000,696000.0,3,2.5,1670,8023,1.0,0,0,5,7,1170,500,1960,0,98008,47.615,-122.117,1960,8964,416.76646706586826,1.4165817863573662,2
3275750050,20150320T000000,556300.0,4,2.5,2030,7140,1.0,0,0,4,7,1400,630,1968,0,98008,47.6244,-122.109,1800,7565,274.0394088669951,-0.34079998315827814,1
686100380,20141027T000000,472000.0,5,2.0,2030,9804,1.0,0,0,3,7,1110,920,1963,0,98008,47.6297,-122.11399999999999,1930,7990,232.51231527093597,-0.8521182864122878,0
4037400280,20140923T000000,502550.0,3,1.75,1770,7875,1.0,0,0,4,7,1170,600,1958,0,98008,47.606,-122.125,1670,8000,283.9265536723164,-0.21906071204388067,1
8563010420,20150204T000000,450000.0,3,1.75,1560,8968,1.0,0,0,4,8,1560,0,1972,0,98008,47.6243,-122.1,1990,8034,288.46153846153845,-0.16322196854154666,1
686450080,20140711T000000,800000.0,4,2.25,3220,8436,2.0,0,0,3,8,3220,0,1968,0,98008,47.6381,-122.116,2500,7632,248.4472049689441,-0.655913831504359,0
7751800080,20150127T000000,465000.0,3,1.5,1460,9879,1.0,0,0,3,7,1460,0,1956,0,98008,47.6346,-122.12700000000001,1610,10050,318.4931506849315,0.20655380135497595,1
686400380,20141002T000000,770000.0,7,2.25,3260,8145,2.0,0,0,5,8,3260,0,1967,0,98008,47.6336,-122.115,2340,8145,236.19631901840492,-0.8067575741105727,0
686400670,20150414T000000,678000.0,3,1.75,1670,7210,1.0,0,0,5,8,1670,0,1967,0,98008,47.6344,-122.116,2200,7210,405.98802395209583,1.2838680621978458,2
8016300250,20140827T000000,632000.0,5,2.5,2260,10087,1.0,0,0,3,8,1520,740,1967,0,98008,47.5982,-122.12799999999999,2500,9440,279.646017699115,-0.2717664566867658,1
1066000290,20141117T000000,600000.0,6,3.0,2600,9350,1.0,0,0,4,8,1340,1260,1963,0,98008,47.6198,-122.105,2090,9102,230.76923076923077,-0.8735806843953926,0
8563030280,20140513T000000,700000.0,3,2.5,2030,8398,2.0,0,0,4,9,2030,0,1975,0,98008,47.6272,-122.095,2450,8104,344.82758620689657,0.5308066618903723,2
4037200585,20140723T000000,394950.0,3,2.5,1090,7700,1.0,0,0,4,7,1090,0,1957,0,98008,47.607,-122.12,1740,7700,362.3394495412844,0.7464282108977182,2
3999200780,20141121T000000,628000.0,5,2.75,2830,11795,1.0,0,0,4,7,1710,1120,1960,0,98008,47.5828,-122.118,2460,10880,221.90812720848058,-0.9826864282674085,0
3459800020,20150406T000000,560000.0,4,1.75,2230,6838,1.0,0,0,3,7,1320,910,1985,0,98008,47.5742,-122.118,1580,7500,251.12107623318386,-0.6229907637055456,0
3298300210,20150219T000000,435000.0,3,1.0,940,7590,1.0,0,0,4,6,940,0,1959,0,98008,47.6231,-122.12,1250,7590,462.7659574468085,1.9829681942509247,2
4038700730,20141230T000000,621000.0,4,2.75,1950,6930,1.0,0,2,4,7,1250,700,1960,0,98008,47.61600000000001,-122.113,1950,8560,318.46153846153845,0.20616456370245334,1
6641040100,20140515T000000,1146800.0,4,3.5,4210,10308,2.0,0,0,3,10,4210,0,2006,0,98008,47.5905,-122.117,3860,10200,272.39904988123516,-0.3609975337377828,1
4039701280,20150408T000000,954500.0,3,2.25,2440,9689,1.0,0,2,4,8,1830,610,1974,0,98008,47.6141,-122.111,2730,9689,391.1885245901639,1.101643537256135,2
4038700220,20150213T000000,610000.0,6,2.75,2040,8560,1.0,0,2,4,7,1100,940,1961,0,98008,47.61600000000001,-122.115,2230,8560,299.01960784313724,-0.03322168067286904,1
8155500110,20150429T000000,754000.0,5,1.75,2350,7800,1.0,0,0,4,8,1510,840,1968,0,98008,47.6225,-122.10700000000001,2220,8400,320.8510638297872,0.23558651335200267,1
259600790,20141015T000000,500000.0,3,1.75,1220,7370,1.0,0,0,4,7,1220,0,1964,0,98008,47.6334,-122.12,1580,8213,409.8360655737705,1.3312485538832117,2
4036800580,20140621T000000,418000.0,4,1.5,1550,9176,1.0,0,0,3,7,1000,550,1956,0,98008,47.6005,-122.12899999999999,1730,8539,269.6774193548387,-0.39450865581094924,1
3625059140,20140507T000000,515000.0,3,1.75,1580,9147,1.0,0,1,4,7,1210,370,1967,0,98008,47.6069,-122.11200000000001,2600,23564,325.9493670886076,0.29836133205546717,1
686300930,20150305T000000,453000.0,3,1.75,1600,7232,1.0,0,0,3,8,1600,0,1966,0,98008,47.6293,-122.12100000000001,1970,8120,283.125,-0.2289301497580273,1
4038000040,20150326T000000,250000.0,4,1.75,1910,8250,1.0,0,0,4,7,1910,0,1959,0,98008,47.6131,-122.12299999999999,1500,8250,130.89005235602093,-2.1033814629765715,0
4038800580,20140604T000000,565000.0,5,2.5,2650,11455,1.0,0,0,3,7,1400,1250,1961,0,98008,47.6141,-122.116,1960,9880,213.20754716981133,-1.0898156645672552,0
259800410,20141106T000000,445000.0,3,1.75,1750,7200,1.0,0,0,3,7,1750,0,1966,0,98008,47.6289,-122.119,1810,7590,254.28571428571428,-0.5840249411711583,0
259600330,20150209T000000,465000.0,4,2.0,1470,10291,1.0,0,0,4,7,1470,0,1963,0,98008,47.6316,-122.12100000000001,1460,9601,316.3265306122449,0.17987645884364423,1
686400210,20140922T000000,525000.0,4,2.25,1890,8549,1.0,0,0,3,8,1890,0,1967,0,98008,47.6328,-122.117,1940,7210,277.77777777777777,-0.29476987888485146,1
259601010,20150414T000000,485000.0,3,1.0,1250,7200,1.0,0,0,3,7,1250,0,1964,0,98008,47.6342,-122.12,1430,7400,388.0,1.062383602544956,2
3625059166,20150107T000000,553000.0,3,1.0,1310,18135,1.0,0,0,3,7,1310,0,1948,0,98008,47.6065,-122.113,2150,18135,422.1374045801527,1.4827135191340575,2
3298300530,20140924T000000,351000.0,4,1.0,1550,7260,1.0,0,0,4,6,1550,0,1959,0,98008,47.6229,-122.12100000000001,1210,7260,226.4516129032258,-0.9267430140980033,0
4036800910,20140514T000000,562000.0,3,1.5,1830,8000,1.0,0,0,4,7,1830,0,1957,0,98008,47.6017,-122.12200000000001,1310,7500,307.10382513661204,0.06631835239191877,1
259600530,20140505T000000,501000.0,4,1.0,2070,7519,1.0,0,0,3,7,1160,910,1963,0,98008,47.632,-122.119,1730,7519,242.02898550724638,-0.7349406258422749,0
627300195,20150303T000000,750000.0,5,2.5,3240,9960,1.0,0,1,3,8,2020,1220,1958,0,98008,47.5858,-122.11200000000001,2730,10400,231.4814814814815,-0.8648108237058388,0
686200490,20140926T000000,570000.0,4,1.75,1860,7700,1.0,0,0,4,8,1860,0,1964,0,98008,47.626000000000005,-122.11200000000001,1860,7700,306.4516129032258,0.058287738552663386,1
8563000770,20141210T000000,490000.0,3,1.75,1510,8433,1.0,0,0,4,7,1220,290,1967,0,98008,47.6226,-122.103,1950,8199,324.50331125827813,0.28055621376891343,1
259600620,20150206T000000,565000.0,4,2.0,1950,9940,1.0,0,0,4,7,1950,0,1963,0,98008,47.6332,-122.118,1920,9270,289.7435897435897,-0.14743621930035022,1
259600410,20150413T000000,505000.0,3,2.25,1460,7210,1.0,0,0,3,7,1460,0,1963,0,98008,47.6316,-122.119,1850,7519,345.8904109589041,0.5438931002079442,2
4037500110,20140506T000000,404000.0,4,1.75,1840,10720,1.0,0,0,3,7,960,880,1958,0,98008,47.6074,-122.125,1840,9044,219.56521739130434,-1.0115344060249802,0
3298500690,20140708T000000,300000.0,3,1.0,1150,7314,1.0,0,0,3,7,1150,0,1960,0,98008,47.6246,-122.113,1350,7350,260.8695652173913,-0.5029587456890381,0
4039700090,20140923T000000,643403.0,3,2.5,2350,9648,1.0,0,0,4,9,2350,0,1966,0,98008,47.6156,-122.10799999999999,2320,10512,273.78851063829785,-0.34388926404643244,1
2425059144,20150213T000000,607500.0,4,2.5,2110,13939,1.0,0,0,3,8,1270,840,1978,0,98008,47.6431,-122.113,2140,8882,287.91469194312793,-0.16995522651172554,1
4040700310,20140805T000000,416000.0,4,1.75,1980,7840,1.0,0,0,4,7,990,990,1961,0,98008,47.6226,-122.115,1520,8400,210.1010101010101,-1.128066096404986,0
4038700830,20150409T000000,575000.0,4,1.75,2330,8800,1.0,0,2,4,7,1260,1070,1961,0,98008,47.6148,-122.113,2270,8800,246.78111587982832,-0.6764281938722938,0
8563070030,20140513T000000,645000.0,3,2.5,1740,13750,2.0,0,0,4,9,1740,0,1975,0,98008,47.6264,-122.09200000000001,2540,14300,370.6896551724138,0.8492433276179582,2
4040800260,20140616T000000,418000.0,4,1.5,1220,10580,1.0,0,0,3,7,1220,0,1965,0,98008,47.6205,-122.116,1350,7800,342.62295081967216,0.5036612412053978,2
4036801245,20140522T000000,385000.0,3,1.0,1250,7300,1.0,0,0,4,7,1250,0,1956,0,98008,47.6032,-122.125,1540,7400,308.0,0.07735284989428935,1
7375100070,20150318T000000,491000.0,3,1.75,1440,7800,1.0,0,0,4,7,1440,0,1958,0,98008,47.5996,-122.12,1440,7800,340.97222222222223,0.48333601079579686,1
686400060,20140820T000000,521000.0,4,2.25,1890,8034,1.0,0,0,4,8,1890,0,1967,0,98008,47.6338,-122.117,1920,7210,275.66137566137564,-0.32082889350523963,1
4036800370,20141103T000000,455000.0,4,2.5,1320,7000,1.0,0,0,4,7,1320,0,1956,0,98008,47.6007,-122.12700000000001,1550,8610,344.6969696969697,0.5291983959018488,2
3298400350,20150105T000000,312500.0,3,1.0,1170,7350,1.0,0,0,4,7,1170,0,1960,0,98008,47.625,-122.117,1170,7350,267.0940170940171,-0.4263177892281563,1
3211800140,20150205T000000,493500.0,3,1.75,1800,16026,1.0,0,0,3,8,1390,410,1972,0,98008,47.5815,-122.12100000000001,2210,13959,274.1666666666667,-0.3392330725808882,1
4141400030,20141201T000000,605000.0,4,1.75,2250,10108,1.0,0,0,4,8,2250,0,1967,0,98008,47.5922,-122.118,2050,9750,268.8888888888889,-0.4042177402904807,1
8016300240,20150402T000000,714000.0,3,1.75,2260,11781,1.0,0,0,4,8,1520,740,1968,0,98008,47.5982,-122.12799999999999,2530,10176,315.929203539823,0.1749842165286915,1
9557300570,20150327T000000,554500.0,3,2.25,1880,6565,1.0,0,0,4,8,1420,460,1972,0,98008,47.6396,-122.113,2060,7280,294.9468085106383,-0.08336958807145133,1
7525300240,20150219T000000,750000.0,4,2.25,2820,9602,1.0,0,1,3,8,1950,870,1974,0,98008,47.5881,-122.113,2890,9602,265.9574468085106,-0.4403122477753167,1
4037400070,20140825T000000,450000.0,3,1.75,1360,5445,1.0,0,0,4,7,1360,0,1957,0,98008,47.6071,-122.12299999999999,1570,7840,330.88235294117646,0.35910061664510495,1
259800640,20140609T000000,500000.0,4,1.75,2240,9886,1.5,0,0,4,7,2240,0,1965,0,98008,47.6294,-122.116,1540,8040,223.21428571428572,-0.9666038495667296,0
7525300260,20140623T000000,502000.0,6,2.5,2890,8122,1.0,0,0,3,8,1630,1260,1977,0,98008,47.5886,-122.113,2730,9915,173.7024221453287,-1.5762377025225651,0
4037500335,20140606T000000,455000.0,4,2.25,1740,8449,1.0,0,0,4,7,1170,570,1958,0,98008,47.6079,-122.12299999999999,1980,11175,261.4942528735632,-0.4952670387874059,1
3316500200,20141009T000000,612500.0,4,2.0,1690,35346,1.0,0,0,3,7,1690,0,1967,0,98008,47.6149,-122.124,2050,37846,362.4260355029586,0.7474943338351795,2
3298300140,20141024T000000,355000.0,3,1.0,1210,6650,1.0,0,0,3,6,1210,0,1959,0,98008,47.6214,-122.12,990,7590,293.3884297520661,-0.10255772558984103,1
